load_id,schema_name,status,inserted_at,schema_version_hash
1732721055.511766,_2025sc,0,2024-11-27 10:24:21.979131-05,QVBXTAlsGlh9vCXNFmD4cJhbzl7IMP4cwesukPT9Xvc=
1732721062.1783433,_2025sc,0,2024-11-27 10:24:28.069712-05,FwG7SSIovq+VXYkcK2cjq17B9u4LkgX4wG+hup4LkW8=
1732721068.3927283,_2025sc,0,2024-11-27 10:24:36.175987-05,qpJybYwZJTEQZW8/xpjt22GfBtQLS64U1cYa7JgUR+k=
1732721076.5057478,_2025sc,0,2024-11-27 10:24:42.491982-05,kIAt4qqo6sIUDfBp0nCmCjgelaZgIYudDCeEfuIWXPs=
