team_number,oprs,dprs,ccwms,event_key,_dlt_load_id,_dlt_id
6961,4.2235431585918555,17.77252752825575,-13.548984369663895,2024sccha,1732721076.5057478,wMmJt70F/0PPBw
7085,12.068895858673285,10.082224435798745,1.9866714228745472,2024sccha,1732721076.5057478,35GR07L1fF1tCA
7104,2.271487938252283,22.340799017380967,-20.069311079128685,2024sccha,1732721076.5057478,IeJgemt1S5++HQ
8137,11.214135774357375,14.494304518367255,-3.280168744009873,2024sccha,1732721076.5057478,yWWE833bcjSabQ
8575,17.503571206056133,16.74302642174712,0.7605447843090081,2024sccha,1732721076.5057478,CypntyNd2oKoow
9086,11.075381632484588,20.99676301448027,-9.921381381995678,2024sccha,1732721076.5057478,ucTYTcWhA+3cJg
9315,9.571094190417572,13.77756494083753,-4.206470750419965,2024sccha,1732721076.5057478,enUb9dAUpch2bQ
9571,8.208174274143872,18.84562809536113,-10.637453821217251,2024sccha,1732721076.5057478,TOjnCYxpKHuNwQ
1102,25.598024269968317,32.40429402231382,-6.806269752345491,2024gacmp,1732721076.5057478,/vQ+lG8CtwJ05Q
1261,37.42054349780358,15.988235068947418,21.43230842885617,2024gacmp,1732721076.5057478,nRWrvJK8HBNlpA
1287,25.834517668635897,23.57689820698377,2.25761946165211,2024gacmp,1732721076.5057478,TTdijQo5fwp//w
1414,36.21153241148039,16.99203820929796,19.219494202182442,2024gacmp,1732721076.5057478,lKGwd0qv6xDjSQ
1648,19.9827317425203,33.04602759813357,-13.063295855613275,2024gacmp,1732721076.5057478,Z3ZqlB4lWlD4WA
1683,32.80765294966402,22.093431893803725,10.7142210558603,2024gacmp,1732721076.5057478,3pYZgVW0rFXA6g
1746,21.97615562640614,21.47409447911398,0.502061147292162,2024gacmp,1732721076.5057478,jXL67Soj0CsTaw
1771,58.09987032008629,14.005619145257501,44.09425117482878,2024gacmp,1732721076.5057478,oCxmVeeKmaJYEA
2415,22.41385133688611,18.190107861984206,4.22374347490191,2024gacmp,1732721076.5057478,qbsVERnwVm6gBg
281,23.003421105016564,22.236595916656803,0.7668251883597801,2024gacmp,1732721076.5057478,+efuv2L81RExsg
2815,15.65392932297477,22.12783664599069,-6.473907323015924,2024gacmp,1732721076.5057478,biz51RK7LTEqsQ
2974,47.1750162707073,19.77828758171411,27.396728688993203,2024gacmp,1732721076.5057478,GfdIIQW8I8L1Nw
3329,18.394277430276468,16.854807095636374,1.539470334640109,2024gacmp,1732721076.5057478,EFteFw+mUFlKow
342,14.096969189250084,25.88160160373274,-11.78463241448265,2024gacmp,1732721076.5057478,lAlstUjblhov+g
343,38.76699414745438,21.911395426723338,16.85559872073102,2024gacmp,1732721076.5057478,5YBwUA48GxFrRw
3489,23.66818742175569,21.493755093648396,2.174432328107325,2024gacmp,1732721076.5057478,RUKqYmusEIbGSw
3490,7.545346249675168,19.54413382955845,-11.99878757988328,2024gacmp,1732721076.5057478,MwXcehI3eMgiyw
3635,29.616641505085667,23.91511264937688,5.701528855708791,2024gacmp,1732721076.5057478,SjV4nHM0JGAgUg
3815,10.159201652876645,34.80232492891929,-24.64312327604264,2024gacmp,1732721076.5057478,gX5LHDJ5GB0beQ
4026,25.903767427069965,20.984318622704862,4.9194488043651035,2024gacmp,1732721076.5057478,1uqoj9MknDhwSQ
4112,30.484762151939194,29.371190988751067,1.113571163188146,2024gacmp,1732721076.5057478,Z7/4uZo4MkOYGQ
4188,20.163682295477045,24.013260036220366,-3.849577740743336,2024gacmp,1732721076.5057478,iEKRuLzlKBTWTQ
4451,22.418145748003198,11.945793964777579,10.472351783225587,2024gacmp,1732721076.5057478,jdaItYq35CYVXA
4509,31.486335800481605,16.318058190941386,15.168277609540214,2024gacmp,1732721076.5057478,4j0a40BZ/yIvHw
4533,32.05707576729809,20.26595901901446,11.791116748283624,2024gacmp,1732721076.5057478,XHKfWv9fb9FrAw
4701,4.904981629675084,28.024399297242407,-23.119417667567355,2024gacmp,1732721076.5057478,goEeAse7ozH8+Q
5109,16.981744517974406,24.49550803911162,-7.513763521137204,2024gacmp,1732721076.5057478,Oe5UcrC/+5GxEA
5130,21.16891270484549,21.408994098295885,-0.24008139345036902,2024gacmp,1732721076.5057478,9AAbhurAlRFAgA
5293,19.556886410633645,28.8375283622248,-9.280641951591223,2024gacmp,1732721076.5057478,iln9PjwebUoM6g
5900,22.39536776609217,24.029948115873434,-1.634580349781243,2024gacmp,1732721076.5057478,L/7QVwr2bbP8tA
6340,31.66464003565651,16.65477039257403,15.00986964308249,2024gacmp,1732721076.5057478,gOu/0bGBvbvoIw
6366,28.50601145043555,16.72995192222712,11.776059528208416,2024gacmp,1732721076.5057478,Kj7Y3JUf9J3Hjg
6829,14.346323626431438,10.347212868853779,3.999110757577652,2024gacmp,1732721076.5057478,O3IHTWFLzy5kKg
6919,28.508733411959568,15.635680055680616,12.873053356278932,2024gacmp,1732721076.5057478,uTf/JLZdkBVG9Q
6925,21.74413935425816,27.587238822213468,-5.843099467955298,2024gacmp,1732721076.5057478,gyHI4gNM0G9bEA
7104,8.52749425572505,29.494291308332297,-20.966797052607262,2024gacmp,1732721076.5057478,tUfcYxLgXTb9ig
7451,29.440290915134277,19.74427761724649,9.696013297887792,2024gacmp,1732721076.5057478,cnLoIuUY8xG/Xg
7538,13.688316252676163,33.59012698511134,-19.90181073243518,2024gacmp,1732721076.5057478,3XYoT6MNXSN/4A
8080,17.821148570808514,19.562787350167447,-1.74163877935894,2024gacmp,1732721076.5057478,5Tr8fNYVbZvWZQ
8575,20.074515692715238,14.79214791467411,5.282367778041121,2024gacmp,1732721076.5057478,G6ap+cAtXFAbNQ
8577,7.248487341032394,31.53028519641318,-24.28179785538079,2024gacmp,1732721076.5057478,8C+7rR+6YeVNKg
8736,16.326645614581327,25.74036902795478,-9.413723413373468,2024gacmp,1732721076.5057478,gRa73i6RAjCKGw
8849,17.78113403063482,16.47319730844478,1.307936722190042,2024gacmp,1732721076.5057478,5kAKguq0wsEj6A
8865,6.741746415118861,19.54399690903764,-12.802250493918791,2024gacmp,1732721076.5057478,LPshiCfLRHBspg
9260,17.127356143345544,17.97720228036168,-0.8498461370161301,2024gacmp,1732721076.5057478,tHcuKScPDeRusw
9477,13.603603676278263,19.861632591260268,-6.258028914982034,2024gacmp,1732721076.5057478,AGCPMUO1Uk8gQw
9480,23.76815997312325,23.16273942419386,0.605420548929403,2024gacmp,1732721076.5057478,4uHyI1RsgoH30Q
9500,14.634710412786694,17.291790731420548,-2.65708031863386,2024gacmp,1732721076.5057478,mKXJsD1pT3zgzw
9522,11.673097838896833,30.04665185442151,-18.37355401552467,2024gacmp,1732721076.5057478,a5zjLXuH+o/TAQ
9571,7.826918650387336,25.222093446460477,-17.395174796073167,2024gacmp,1732721076.5057478,J4v+8pZSlWeBxw
1051,6.7172250308941965,20.28731292022855,-13.570087889334358,2024sccha,1732721076.5057478,cjbP/yX2nw86eQ
1102,32.34208516308688,7.657054548704035,24.68503061438285,2024sccha,1732721076.5057478,F2nP5LnQx4b31w
1287,20.977637683426984,15.769217626350766,5.20842005707621,2024sccha,1732721076.5057478,f7w6Qj3CiHVe3Q
1293,7.641810470344063,13.760108628642724,-6.118298158298646,2024sccha,1732721076.5057478,b8F5ay/EuK41aQ
1319,5.517795933696907,6.109170041995624,-0.5913741082987081,2024sccha,1732721076.5057478,oHstJYn5dqu60Q
1539,10.817557853992835,17.090645031717102,-6.273087177724265,2024sccha,1732721076.5057478,J5ZXpEbC661TYg
1758,10.264015536861512,14.543989572699928,-4.279974035838412,2024sccha,1732721076.5057478,VP7IroRQ4ExRAA
281,26.06142373796262,15.31297551693416,10.748448221028463,2024sccha,1732721076.5057478,gxiAKFSucvyMfw
2815,21.453798124380388,17.23189099966945,4.221907124710923,2024sccha,1732721076.5057478,S+q+k7Y3wzYU9A
342,17.927230645443725,10.776467047518025,7.150763597925699,2024sccha,1732721076.5057478,tQlF1OO6wZJRtQ
343,32.952013769673776,11.016981587940469,21.935032181733295,2024sccha,1732721076.5057478,3gyaGTzM21/SCw
3489,17.899004333176013,15.084427392563349,2.814576940612668,2024sccha,1732721076.5057478,hPJF2OfZwq2GLw
3490,20.690196518433066,14.268442265366614,6.421754253066456,2024sccha,1732721076.5057478,QVqQq22xWy2Zcw
3976,4.424265317002101,15.47346413885545,-11.049198821853341,2024sccha,1732721076.5057478,aYez3NSouP6vHg
4533,22.904109192335273,10.259660832856301,12.644448359478966,2024sccha,1732721076.5057478,YvjkMByl8Oh5aQ
4701,6.751231204792726,19.426807879641622,-12.675576674848891,2024sccha,1732721076.5057478,LkWsSes0DhEDAA
5130,19.664197125026526,21.287443902422346,-1.623246777395831,2024sccha,1732721076.5057478,mT4N6W4vqW5Qvw
6167,12.4186021617925,10.736045887305007,1.6825562744874851,2024sccha,1732721076.5057478,ec7UbTXrdmK/IQ
6366,26.642880358978818,9.465476144769791,17.177404214209016,2024sccha,1732721076.5057478,u1TsXN8njdsvKQ
6910,7.473084070573961,18.988073894386023,-11.514989823812066,2024sccha,1732721076.5057478,vlbF6k0bVg4ZEg
6925,22.248348836422505,10.726950965176702,11.521397871245789,2024sccha,1732721076.5057478,6n2+ozI664KbLA
6961,4.2235431585918555,17.77252752825575,-13.548984369663895,2024sccha,1732721076.5057478,KiD5+vZSG7oamA
7085,12.068895858673285,10.082224435798745,1.9866714228745472,2024sccha,1732721076.5057478,2G7Bh3IlChucPw
7104,2.271487938252283,22.340799017380967,-20.069311079128685,2024sccha,1732721076.5057478,FBhVDVVXtE23AA
8137,11.214135774357375,14.494304518367255,-3.280168744009873,2024sccha,1732721076.5057478,Ioyxr2uo1VUkVg
8575,17.503571206056133,16.74302642174712,0.7605447843090081,2024sccha,1732721076.5057478,9sWcUZA7HxtBcg
9086,11.075381632484588,20.99676301448027,-9.921381381995678,2024sccha,1732721076.5057478,ROtoWJ7VhauNOg
9315,9.571094190417572,13.77756494083753,-4.206470750419965,2024sccha,1732721076.5057478,JD2J0xDJpdK5Qg
9571,8.208174274143872,18.84562809536113,-10.637453821217251,2024sccha,1732721076.5057478,am44O1ZSMUzo8A
