actual_time,match_number,key,event_key,comp_level,red1,red2,red3,red_score,blue1,blue2,blue3,blue_score,blue_adjust_points,blue_auto_amp_note_count,blue_auto_amp_note_points,blue_auto_leave_points,blue_auto_line_robot1,blue_auto_line_robot2,blue_auto_line_robot3,blue_auto_points,blue_auto_speaker_note_count,blue_auto_speaker_note_points,blue_auto_total_note_points,blue_coop_note_played,blue_coopertition_bonus_achieved,blue_coopertition_criteria_met,blue_end_game_harmony_points,blue_end_game_note_in_trap_points,blue_end_game_on_stage_points,blue_end_game_park_points,blue_end_game_robot1,blue_end_game_robot2,blue_end_game_robot3,blue_end_game_spot_light_bonus_points,blue_end_game_total_stage_points,blue_ensemble_bonus_achieved,blue_ensemble_bonus_on_stage_robots_threshold,blue_ensemble_bonus_stage_points_threshold,blue_foul_count,blue_foul_points,blue_g206_penalty,blue_g408_penalty,blue_g424_penalty,blue_melody_bonus_achieved,blue_melody_bonus_threshold,blue_melody_bonus_threshold_coop,blue_melody_bonus_threshold_non_coop,blue_mic_center_stage,blue_mic_stage_left,blue_mic_stage_right,blue_rp,blue_tech_foul_count,blue_teleop_amp_note_count,blue_teleop_amp_note_points,blue_teleop_points,blue_teleop_speaker_note_amplified_count,blue_teleop_speaker_note_amplified_points,blue_teleop_speaker_note_count,blue_teleop_speaker_note_points,blue_teleop_total_note_points,blue_total_points,blue_trap_center_stage,blue_trap_stage_left,blue_trap_stage_right,red_adjust_points,red_auto_amp_note_count,red_auto_amp_note_points,red_auto_leave_points,red_auto_line_robot1,red_auto_line_robot2,red_auto_line_robot3,red_auto_points,red_auto_speaker_note_count,red_auto_speaker_note_points,red_auto_total_note_points,red_coop_note_played,red_coopertition_bonus_achieved,red_coopertition_criteria_met,red_end_game_harmony_points,red_end_game_note_in_trap_points,red_end_game_on_stage_points,red_end_game_park_points,red_end_game_robot1,red_end_game_robot2,red_end_game_robot3,red_end_game_spot_light_bonus_points,red_end_game_total_stage_points,red_ensemble_bonus_achieved,red_ensemble_bonus_on_stage_robots_threshold,red_ensemble_bonus_stage_points_threshold,red_foul_count,red_foul_points,red_g206_penalty,red_g408_penalty,red_g424_penalty,red_melody_bonus_achieved,red_melody_bonus_threshold,red_melody_bonus_threshold_coop,red_melody_bonus_threshold_non_coop,red_mic_center_stage,red_mic_stage_left,red_mic_stage_right,red_rp,red_tech_foul_count,red_teleop_amp_note_count,red_teleop_amp_note_points,red_teleop_points,red_teleop_speaker_note_amplified_count,red_teleop_speaker_note_amplified_points,red_teleop_speaker_note_count,red_teleop_speaker_note_points,red_teleop_total_note_points,red_total_points,red_trap_center_stage,red_trap_stage_left,red_trap_stage_right,_dlt_load_id,_dlt_id
1712430327,1,2024gacmp_sf5m1,2024gacmp,sf,1746,8849,4112,53,7451,4026,1287,95,0,0,0,4,Yes,Yes,No,29,5,25,25,false,false,false,0,0,0,2,Parked,None,Parked,0,2,false,2,10,0,0,false,false,false,false,21,18,21,false,false,false,0,1,8,8,66,8,40,8,16,64,95,false,false,false,0,0,0,4,Yes,No,Yes,34,6,30,30,false,false,false,0,0,0,1,None,None,Parked,0,1,false,2,10,0,5,false,false,false,false,21,18,21,true,false,false,0,0,4,4,14,1,5,2,4,13,53,false,false,false,1732721062.1783433,87THGNvx0QD4Ag
1712430851,1,2024gacmp_sf6m1,2024gacmp,sf,6925,4533,1102,85,4509,4188,6340,111,0,0,0,6,Yes,Yes,Yes,36,6,30,30,false,false,false,0,0,3,2,StageLeft,Parked,Parked,0,5,false,2,10,0,10,false,false,false,false,21,18,21,false,false,false,0,0,8,8,65,8,40,6,12,60,111,false,false,false,0,0,0,4,Yes,No,Yes,29,5,25,25,false,false,false,0,0,3,0,None,StageRight,None,0,3,false,2,10,0,0,false,false,false,false,21,18,21,false,true,false,0,2,5,5,56,6,30,9,18,53,85,false,false,false,1732721062.1783433,r+6IXgDKE75dEg
1712431291,1,2024gacmp_sf7m1,2024gacmp,sf,8575,1771,2974,117,6919,4451,1683,85,0,0,0,6,Yes,Yes,Yes,41,7,35,35,false,false,false,0,0,0,1,None,Parked,None,0,1,false,2,10,0,5,false,false,false,false,21,18,21,false,false,false,0,0,6,6,39,4,20,6,12,38,85,false,false,false,0,0,0,6,Yes,Yes,Yes,36,6,30,30,false,false,false,0,0,3,2,Parked,StageRight,Parked,0,5,false,2,10,0,0,false,false,false,false,21,18,21,false,false,false,0,1,10,10,81,12,60,3,6,76,117,false,false,false,1732721062.1783433,xStTeBuae1252w
1712431753,1,2024gacmp_sf8m1,2024gacmp,sf,1261,1414,5293,108,343,5130,6366,102,0,0,0,4,Yes,No,Yes,29,5,25,25,false,false,false,0,0,6,1,StageLeft,Parked,StageRight,0,7,false,2,10,0,7,false,false,false,false,21,18,21,false,false,false,0,0,7,7,66,8,40,6,12,59,102,false,false,false,0,0,0,4,Yes,Yes,No,34,6,30,30,false,false,false,0,0,0,2,Parked,None,Parked,0,2,false,2,10,1,0,false,false,false,false,21,18,21,false,false,false,0,1,8,8,74,12,60,2,4,72,108,false,false,false,1732721062.1783433,iNgNMWGuHzyu8g
1712432374,1,2024gacmp_sf9m1,2024gacmp,sf,1683,4451,6919,114,4509,4188,6340,107,0,0,0,6,Yes,Yes,Yes,36,6,30,30,false,false,false,0,0,3,1,StageLeft,None,Parked,0,4,false,2,10,0,2,false,false,false,false,21,18,21,false,false,false,0,0,8,8,69,9,45,6,12,65,107,false,false,false,0,0,0,6,Yes,Yes,Yes,46,8,40,40,false,false,false,0,0,6,0,None,StageLeft,StageRight,0,6,false,2,10,1,0,false,false,false,false,21,18,21,false,false,false,0,0,6,6,68,8,40,8,16,62,114,false,false,false,1732721062.1783433,U8vEBURW94QNCQ
1711228900,1,2024sccha_f1m1,2024sccha,f,1287,7104,6366,65,343,1102,1319,76,0,0,0,6,Yes,Yes,Yes,21,3,15,15,false,false,false,0,0,0,2,Parked,Parked,None,0,2,false,2,10,0,5,false,false,false,false,18,15,18,false,false,false,0,1,6,6,50,4,20,11,22,48,76,false,false,false,0,0,0,2,No,No,Yes,22,4,20,20,false,false,false,0,0,6,0,None,StageLeft,StageRight,0,6,false,2,10,0,5,false,false,false,false,18,15,18,false,false,false,0,1,6,6,38,4,20,3,6,32,65,false,false,false,1732721062.1783433,KWFWrcVzZ9fF0A
1711230218,2,2024sccha_f1m2,2024sccha,f,1287,7104,6366,56,343,1102,1319,82,0,0,0,6,Yes,Yes,Yes,26,4,20,20,false,false,false,0,0,3,2,Parked,CenterStage,Parked,1,6,false,2,10,1,0,false,false,false,false,18,15,18,true,false,true,0,1,6,6,56,6,30,7,14,50,82,false,false,false,0,0,0,4,Yes,No,Yes,19,3,15,15,false,false,false,0,0,0,2,Parked,Parked,None,0,2,false,2,10,0,7,false,false,false,false,18,15,18,false,false,false,0,0,2,2,30,2,10,8,16,28,56,false,false,false,1732721062.1783433,VTY7ZE35xEY7hQ
1711127485,1,2024sccha_qm1,2024sccha,qm,1287,281,1293,59,343,9571,6961,28,0,0,0,4,Yes,No,Yes,4,0,0,0,true,true,true,0,5,3,2,StageLeft,Parked,Parked,0,10,false,2,10,0,0,false,false,false,false,15,15,18,false,false,false,0,0,7,7,24,1,5,1,2,14,28,false,true,false,0,0,0,6,Yes,Yes,Yes,26,4,20,20,true,true,true,0,0,3,2,Parked,CenterStage,Parked,0,5,false,2,10,0,0,false,false,false,true,15,15,18,false,false,false,3,0,4,4,33,2,10,7,14,28,59,false,false,false,1732721062.1783433,ffZvcVkFcy6fwQ
1711125083,10,2024sccha_qm10,2024sccha,qm,6910,6366,281,65,4701,7104,4533,27,0,0,0,2,No,No,Yes,7,1,5,5,true,true,true,0,0,3,2,Parked,CenterStage,Parked,0,5,false,2,10,0,0,false,false,false,false,15,15,18,false,false,false,0,1,1,1,20,0,0,7,14,15,27,false,false,false,0,0,0,4,No,Yes,Yes,24,4,20,20,true,true,true,0,0,3,2,Parked,Parked,StageRight,0,5,false,2,10,0,5,false,false,false,true,15,15,18,false,false,false,3,0,5,5,36,2,10,8,16,31,65,false,false,false,1732721062.1783433,GdhA8J3q8DvVew
1711125532,11,2024sccha_qm11,2024sccha,qm,3489,1287,1319,39,1539,1102,9315,45,0,0,0,2,No,Yes,No,17,3,15,15,false,false,false,0,0,3,1,Parked,StageRight,None,0,4,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,2,0,0,0,28,0,0,12,24,24,45,false,false,false,0,0,0,2,No,Yes,No,7,1,5,5,false,false,false,0,0,3,2,Parked,Parked,StageLeft,1,6,false,2,10,0,0,false,false,false,false,18,15,18,false,true,false,0,0,0,0,32,0,0,13,26,26,39,false,false,false,1732721062.1783433,8JtUeW4nQENwsA
1711125991,12,2024sccha_qm12,2024sccha,qm,5130,1051,8137,49,6961,1758,3490,30,0,0,0,4,Yes,No,Yes,19,3,15,15,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,2,false,false,false,false,18,15,18,false,false,false,0,0,0,0,9,0,0,3,6,6,30,false,false,false,0,0,0,6,Yes,Yes,Yes,26,4,20,20,false,false,false,0,0,3,2,StageLeft,Parked,Parked,0,5,false,2,10,1,0,false,false,false,false,18,15,18,true,false,false,2,0,0,0,23,0,0,9,18,18,49,false,false,false,1732721062.1783433,S+Fpoa8N89sbRg
1711126405,13,2024sccha_qm13,2024sccha,qm,6925,6167,7104,39,4701,1293,8575,46,0,0,0,4,No,Yes,Yes,14,2,10,10,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,10,false,false,false,false,18,15,18,false,false,false,2,0,1,1,22,0,0,9,18,19,46,false,false,false,0,0,0,4,Yes,Yes,No,24,4,20,20,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,2,0,0,15,0,0,6,12,12,39,false,false,false,1732721062.1783433,+ncTzoQIMEbNig
1711130733,14,2024sccha_qm14,2024sccha,qm,6366,343,7085,64,6910,3976,342,31,0,0,0,2,No,No,Yes,7,1,5,5,false,false,false,0,0,0,2,None,Parked,Parked,0,2,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,1,0,0,24,0,0,11,22,22,31,false,false,false,0,0,0,4,Yes,Yes,No,14,2,10,10,false,false,false,0,5,3,2,Parked,StageLeft,Parked,0,10,false,2,10,0,5,false,false,false,false,18,15,18,false,false,false,2,0,6,6,45,5,25,2,4,35,64,false,true,false,1732721062.1783433,MWYK3U8MsK1dKQ
1711131286,15,2024sccha_qm15,2024sccha,qm,9571,9086,3490,64,2815,5130,9315,54,0,0,0,4,Yes,Yes,No,14,2,10,10,true,true,true,0,0,6,1,CenterStage,StageLeft,Parked,0,7,false,2,10,0,10,false,false,true,false,15,15,18,false,false,false,0,5,1,1,30,0,0,11,22,23,54,false,false,false,0,0,0,2,No,No,Yes,17,3,15,15,true,true,true,0,0,0,3,Parked,Parked,Parked,0,3,true,2,10,0,25,false,false,false,false,15,15,18,false,true,false,3,2,1,1,22,0,0,9,18,19,64,false,false,false,1732721062.1783433,9WEK8ygy0wHaBQ
1711131753,16,2024sccha_qm16,2024sccha,qm,3489,6961,281,43,1758,8575,1287,49,0,0,0,0,No,No,No,5,1,5,5,false,false,false,0,0,0,1,Parked,None,None,0,1,false,2,10,0,5,false,false,false,true,18,15,18,false,false,false,3,0,2,2,39,2,10,13,26,38,49,false,false,false,0,0,0,6,Yes,Yes,Yes,21,3,15,15,true,false,true,0,0,3,2,Parked,Parked,StageRight,1,6,false,2,10,0,0,false,false,false,false,18,15,18,false,false,true,0,1,5,5,22,1,5,3,6,16,43,false,false,false,1732721062.1783433,5R7jypqyIsZp8w
1711132273,17,2024sccha_qm17,2024sccha,qm,1293,343,4701,35,6925,8137,6366,61,0,0,0,4,Yes,No,Yes,29,5,25,25,true,true,true,0,0,0,2,Parked,Parked,None,0,2,false,2,10,0,5,false,false,false,true,15,15,18,false,false,false,3,0,3,3,27,2,10,6,12,25,61,false,false,false,0,0,0,2,No,Yes,No,12,2,10,10,true,true,true,0,0,3,1,Parked,StageRight,None,0,4,false,2,10,0,0,false,false,false,false,15,15,18,false,false,false,0,1,7,7,23,2,10,1,2,19,35,false,false,false,1732721062.1783433,jekrWcyl98K3Ag
1711132805,18,2024sccha_qm18,2024sccha,qm,9086,1539,3976,24,7085,1319,9571,17,0,0,0,4,Yes,Yes,No,4,0,0,0,false,false,false,0,0,3,2,Parked,StageRight,Parked,0,5,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,0,0,13,0,0,4,8,8,17,false,false,false,0,0,0,2,No,No,Yes,7,1,5,5,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,18,15,18,false,false,true,2,0,0,0,17,0,0,7,14,14,24,false,false,false,1732721062.1783433,QX2LvY7NPKVDcw
1711133278,19,2024sccha_qm19,2024sccha,qm,2815,7104,1102,33,4533,6167,6910,36,0,0,0,4,Yes,No,Yes,14,2,10,10,true,false,true,0,0,3,2,StageLeft,Parked,Parked,0,5,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,2,0,1,1,22,0,0,8,16,17,36,false,false,false,0,0,0,4,Yes,No,Yes,19,3,15,15,false,false,false,0,0,3,2,Parked,Parked,StageLeft,0,5,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,1,1,14,0,0,4,8,9,33,false,false,false,1732721062.1783433,wngWyv9R9BEvAQ
1711120302,2,2024sccha_qm2,2024sccha,qm,1319,3490,6925,36,4533,8137,3489,34,0,0,0,4,Yes,Yes,No,14,2,10,10,true,true,true,0,0,3,1,StageLeft,Parked,None,0,4,false,2,10,0,0,false,false,false,false,15,15,18,false,false,false,0,0,2,2,20,0,0,7,14,16,34,false,false,false,0,0,0,2,No,No,Yes,17,3,15,15,true,true,true,0,0,0,2,None,Parked,Parked,0,2,false,2,10,0,0,false,false,false,false,15,15,18,true,false,false,2,0,1,1,19,0,0,8,16,17,36,false,false,false,1732721062.1783433,J8Uskx+sI5GYQA
1711133802,20,2024sccha_qm20,2024sccha,qm,6366,1051,3490,46,1287,8137,342,51,0,0,0,6,Yes,Yes,Yes,16,2,10,10,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,true,18,15,18,false,false,false,3,0,0,0,35,0,0,16,32,32,51,false,false,false,0,0,0,4,Yes,No,Yes,19,3,15,15,false,false,false,0,0,0,0,None,None,None,0,0,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,2,2,27,1,5,10,20,27,46,false,false,false,1732721062.1783433,p9AfCYxdCRbDtg
1711134380,21,2024sccha_qm21,2024sccha,qm,7085,3976,1758,10,9571,1539,8575,44,0,0,0,2,No,No,Yes,17,3,15,15,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,2,0,0,0,27,0,0,12,24,24,44,false,false,false,0,0,0,4,Yes,Yes,No,9,1,5,5,false,false,false,0,0,0,1,Parked,None,None,0,1,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,0,0,1,0,0,0,0,0,10,false,false,false,1732721062.1783433,aD88UxjkeGLgRg
1711135200,22,2024sccha_qm22,2024sccha,qm,281,6167,4533,68,5130,6910,1293,35,0,0,0,6,Yes,Yes,Yes,26,4,20,20,false,false,false,0,0,0,2,None,Parked,Parked,0,2,false,2,10,0,2,false,false,false,false,18,15,18,false,false,false,0,4,1,1,7,0,0,2,4,5,35,false,false,false,0,0,0,6,Yes,Yes,Yes,21,3,15,15,true,false,true,2,0,6,1,StageLeft,Parked,StageLeft,0,9,false,2,10,1,20,false,false,false,false,18,15,18,false,false,true,2,0,2,2,27,0,0,8,16,18,68,false,false,false,1732721062.1783433,LXZZwaHAXxt0sg
1711135688,23,2024sccha_qm23,2024sccha,qm,343,9315,342,69,1102,9086,1051,21,0,0,0,2,No,No,Yes,7,1,5,5,false,false,false,0,0,3,1,None,Parked,StageRight,0,4,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,1,0,0,14,0,0,5,10,10,21,false,false,false,0,0,0,4,Yes,No,Yes,14,2,10,10,false,false,false,0,5,6,1,StageLeft,Parked,StageRight,1,13,true,2,10,0,5,false,false,false,false,18,15,18,false,false,true,3,0,4,4,50,5,25,4,8,37,69,false,true,false,1732721062.1783433,qt1ERRRka2QERw
1711136093,24,2024sccha_qm24,2024sccha,qm,4701,6961,2815,50,7104,6925,3489,51,0,0,0,4,No,Yes,Yes,24,4,20,20,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,18,15,18,true,true,false,2,0,0,0,27,0,0,12,24,24,51,false,false,false,0,0,0,4,No,Yes,Yes,19,3,15,15,false,false,false,0,0,3,1,Parked,None,StageLeft,0,4,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,6,6,31,3,15,3,6,27,50,false,false,false,1732721062.1783433,71lbv/8Mw312Kg
1711136553,25,2024sccha_qm25,2024sccha,qm,1319,1287,4533,49,1293,6167,6366,49,0,0,0,6,Yes,Yes,Yes,21,3,15,15,false,false,false,0,0,3,2,Parked,Parked,StageLeft,0,5,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,1,0,4,4,28,3,15,2,4,23,49,false,false,false,0,0,0,4,No,Yes,Yes,14,2,10,10,false,false,false,0,0,3,2,Parked,Parked,StageRight,0,5,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,1,0,4,4,35,2,10,8,16,30,49,false,false,false,1732721062.1783433,I/d4CznhWraMbw
1711137383,26,2024sccha_qm26,2024sccha,qm,1102,6910,1758,71,1539,3490,5130,35,0,0,0,4,No,Yes,Yes,14,2,10,10,false,false,false,0,0,0,1,None,Parked,None,0,1,false,2,10,0,0,false,false,true,false,18,15,18,false,false,false,0,6,0,0,21,0,0,10,20,20,35,false,false,false,0,0,0,2,Yes,No,No,7,1,5,5,false,false,false,0,0,0,2,Parked,None,Parked,0,2,true,2,10,0,30,false,false,false,false,18,15,18,false,false,false,3,0,4,4,34,2,10,9,18,32,71,false,false,false,1732721062.1783433,Itkvcr/TkRRSsQ
1711137974,27,2024sccha_qm27,2024sccha,qm,7104,7085,342,42,8575,9086,6961,31,0,0,0,4,Yes,No,Yes,14,2,10,10,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,true,2,10,0,10,false,false,false,false,18,15,18,false,false,false,1,4,0,0,7,0,0,2,4,4,31,false,false,false,0,0,0,4,No,Yes,Yes,4,0,0,0,false,false,false,0,0,0,2,None,Parked,Parked,0,2,false,2,10,0,20,false,false,true,false,18,15,18,false,false,false,2,2,0,0,18,0,0,8,16,16,42,false,false,false,1732721062.1783433,GuoTnTiCuBW4KQ
1711138437,28,2024sccha_qm28,2024sccha,qm,9571,3976,8137,28,2815,1319,281,55,0,0,0,4,Yes,No,Yes,19,3,15,15,true,false,true,0,0,6,1,StageLeft,StageRight,Parked,1,8,false,2,10,0,7,false,false,false,false,18,15,18,false,true,false,2,0,1,1,29,0,0,10,20,21,55,false,false,false,0,0,0,4,Yes,No,Yes,9,1,5,5,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,1,0,false,false,false,false,18,15,18,false,false,false,0,1,0,0,19,0,0,8,16,16,28,false,false,false,1732721062.1783433,5TOkT1xPXfmn+Q
1711138845,29,2024sccha_qm29,2024sccha,qm,9315,3489,4701,44,343,1051,6925,58,0,0,0,4,Yes,No,Yes,24,4,20,20,false,false,false,0,0,3,1,Parked,StageRight,None,0,4,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,2,1,5,5,34,3,15,5,10,30,58,false,false,false,0,0,0,4,No,Yes,Yes,9,1,5,5,false,false,false,0,0,0,2,Parked,Parked,None,0,2,false,2,10,0,5,false,false,false,false,18,15,18,false,false,false,0,0,4,4,30,2,10,7,14,28,44,false,false,false,1732721062.1783433,GyK7kNsPh7VaRQ
1711120812,3,2024sccha_qm3,2024sccha,qm,342,8575,1102,77,3976,2815,6167,33,0,0,0,2,No,Yes,No,17,3,15,15,true,true,true,0,0,3,1,None,StageLeft,Parked,0,4,false,2,10,0,0,false,false,false,false,15,15,18,false,false,false,0,3,3,3,16,1,5,2,4,12,33,false,false,false,0,0,0,2,No,No,Yes,22,4,20,20,true,true,true,0,0,6,1,StageLeft,Parked,StageRight,0,7,false,2,10,0,15,false,false,false,true,15,15,18,false,false,false,3,0,1,1,40,0,0,16,32,33,77,false,false,false,1732721062.1783433,sD2H0Js4OKwvlA
1711139308,30,2024sccha_qm30,2024sccha,qm,6961,342,1102,46,7085,3490,1293,43,0,0,0,2,No,Yes,No,17,3,15,15,true,false,true,0,0,3,2,CenterStage,Parked,Parked,1,6,false,2,10,0,5,false,false,false,false,18,15,18,true,false,false,0,1,1,1,21,0,0,7,14,15,43,false,false,false,0,0,0,4,No,Yes,Yes,14,2,10,10,false,false,false,0,0,0,2,Parked,Parked,None,0,2,false,2,10,0,5,false,false,false,false,18,15,18,false,false,false,2,1,1,1,27,0,0,12,24,25,46,false,false,false,1732721062.1783433,KJIlUksBJWXLiA
1711139768,31,2024sccha_qm31,2024sccha,qm,6167,1758,1539,33,5130,7104,281,50,0,0,0,4,Yes,No,Yes,19,3,15,15,false,false,false,0,0,0,1,Parked,None,None,0,1,false,2,10,0,0,false,false,false,true,18,15,18,false,false,false,3,0,0,0,31,0,0,15,30,30,50,false,false,false,0,0,0,4,Yes,Yes,No,14,2,10,10,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,3,3,19,1,5,4,8,16,33,false,false,false,1732721062.1783433,HMdSPwZ97a/M0w
1711140207,32,2024sccha_qm32,2024sccha,qm,1051,9315,8575,16,4533,6366,3976,66,0,0,0,6,Yes,Yes,Yes,26,4,20,20,false,false,false,0,0,3,0,StageLeft,None,None,0,3,true,2,10,0,10,false,false,false,false,18,15,18,false,false,false,3,0,2,2,30,1,5,10,20,27,66,false,false,false,0,0,0,2,Yes,No,No,7,1,5,5,false,false,false,0,0,3,2,StageLeft,Parked,Parked,0,5,false,2,10,0,0,false,false,true,false,18,15,18,false,false,false,0,2,0,0,9,0,0,2,4,4,16,false,false,false,1732721062.1783433,vYaeeLxi7ZUruQ
1711140707,33,2024sccha_qm33,2024sccha,qm,2815,3489,6910,46,343,9571,1287,56,0,0,0,2,Yes,No,No,12,2,10,10,false,false,false,0,5,6,1,StageLeft,Parked,StageRight,0,12,true,2,10,2,0,false,false,false,false,18,15,18,false,false,false,3,0,6,6,44,4,20,3,6,32,56,false,true,false,0,0,0,2,Yes,No,No,22,4,20,20,false,false,false,0,0,0,2,None,Parked,Parked,0,2,false,2,10,0,4,false,false,false,false,18,15,18,false,false,false,0,0,0,0,20,0,0,9,18,18,46,false,false,false,1732721062.1783433,pHzto5j4WL8Mxw
1711141180,34,2024sccha_qm34,2024sccha,qm,8137,1319,1539,6,6925,4701,9086,41,0,0,0,4,Yes,Yes,No,19,3,15,15,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,2,0,4,4,22,1,5,5,10,19,41,false,false,false,0,0,0,2,Yes,No,No,2,0,0,0,false,false,false,0,0,3,1,Parked,StageRight,None,0,4,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,0,0,4,0,0,0,0,0,6,false,false,false,1732721062.1783433,pAa1kAnGuM8aXg
1711141797,35,2024sccha_qm35,2024sccha,qm,3976,1293,7104,15,3490,9315,6167,46,0,0,0,4,Yes,No,Yes,19,3,15,15,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,2,0,2,2,27,2,10,6,12,24,46,false,false,false,0,0,0,4,Yes,Yes,No,14,2,10,10,false,false,false,0,0,0,1,Parked,None,None,0,1,false,2,10,0,0,false,false,false,false,18,15,18,false,false,false,0,0,0,0,1,0,0,0,0,0,15,false,false,false,1732721062.1783433,aPebnGGFl5hQBw
1711142466,36,2024sccha_qm36,2024sccha,qm,8575,3489,5130,45,9571,1102,6366,56,0,0,0,4,No,Yes,Yes,9,1,5,5,false,false,false,0,0,3,1,Parked,None,StageRight,0,4,false,2,10,0,5,false,false,false,true,18,15,18,true,false,false,3,0,4,4,42,2,10,12,24,38,56,false,false,false,0,0,0,4,No,Yes,Yes,14,2,10,10,false,false,false,0,0,0,1,None,Parked,None,0,1,false,2,10,0,0,false,false,false,false,18,15,18,true,false,false,0,1,0,0,31,0,0,15,30,30,45,false,false,false,1732721062.1783433,5/G+YGqaYvqzGQ
1711143064,37,2024sccha_qm37,2024sccha,qm,1287,6925,2815,57,1319,1051,6961,39,0,0,0,0,No,No,No,5,1,5,5,false,false,false,0,0,0,2,None,Parked,Parked,0,2,true,2,10,0,20,false,false,false,false,18,15,18,false,false,false,1,0,0,0,14,0,0,6,12,12,39,false,false,false,0,0,0,4,No,Yes,Yes,14,2,10,10,false,false,false,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,true,true,18,15,18,false,false,false,3,4,0,0,43,0,0,20,40,40,57,false,false,false,1732721062.1783433,aTETBV84p/W6hw
1711143995,38,2024sccha_qm38,2024sccha,qm,342,4533,9086,35,281,1758,343,67,0,0,0,6,Yes,Yes,Yes,26,4,20,20,true,true,true,0,5,6,1,CenterStage,Parked,StageLeft,0,12,true,2,10,0,5,false,false,false,true,15,15,18,false,false,false,4,0,4,4,36,2,10,5,10,24,67,false,true,false,0,0,0,2,No,Yes,No,7,1,5,5,true,true,true,0,0,3,2,Parked,StageRight,Parked,0,5,false,2,10,0,0,false,false,false,false,15,15,18,false,false,false,0,1,3,3,28,2,10,5,10,23,35,false,false,false,1732721062.1783433,LeE72z1OPQDDog
1711144428,39,2024sccha_qm39,2024sccha,qm,6910,9571,4701,20,8137,7085,1102,67,0,0,0,4,Yes,No,Yes,24,4,20,20,true,true,true,0,0,0,2,Parked,Parked,None,0,2,false,2,10,0,10,false,false,false,true,15,15,18,false,false,false,3,0,1,1,33,0,0,15,30,31,67,false,false,false,0,0,0,6,Yes,Yes,Yes,11,1,5,5,true,true,true,0,0,0,3,Parked,Parked,Parked,0,3,false,2,10,0,0,false,false,false,false,15,15,18,false,false,false,0,2,4,4,9,0,0,1,2,6,20,false,false,false,1732721062.1783433,uzqzvAf4tU5Ysg
1711121285,4,2024sccha_qm4,2024sccha,qm,4701,6366,5130,50,1539,9315,7085,44,0,0,0,0,No,No,No,10,2,10,10,false,false,false,0,0,3,2,Parked,Parked,CenterStage,0,5,false,2,10,1,20,false,false,false,false,18,15,18,false,false,false,0,0,1,1,14,0,0,4,8,9,44,false,false,false,0,0,0,4,No,Yes,Yes,19,3,15,15,false,false,false,0,0,0,1,None,None,Parked,0,1,false,2,10,0,2,false,false,false,false,18,15,18,false,false,false,2,4,0,0,29,0,0,14,28,28,50,false,false,false,1732721062.1783433,wSfApx65+pyyUg
1711144982,40,2024sccha_qm40,2024sccha,qm,1319,3976,5130,53,7104,1287,3490,31,0,0,0,2,No,No,Yes,12,2,10,10,false,false,false,0,0,3,2,Parked,StageRight,Parked,0,5,false,2,10,2,2,false,false,false,false,18,15,18,false,true,false,0,1,0,0,17,0,0,6,12,12,31,false,false,false,0,0,0,4,No,Yes,Yes,24,4,20,20,false,false,false,0,0,0,2,None,Parked,Parked,0,2,false,2,10,1,9,false,false,false,false,18,15,18,false,false,false,2,0,0,0,20,0,0,9,18,18,53,false,false,false,1732721062.1783433,S7Wcf+FKDIrQVg
